matrix,dimensions,type,start_time,end_time,rel_error,system,library,umfpack_error
matrici_non_def_pos\torso3.mtx,259156x259156,non_def_pos,1527089924.5145948,1527089943.8430288,5.414411921251078e-16,windows,mkl,0
matrici_non_def_pos\water_tank.mtx,60740x60740,non_def_pos,1527089951.6430423,1527089954.841048,3.881201439692204e-10,windows,mkl,0
matrici_non_def_pos\PR02R.mtx,161070x161070,non_def_pos,1527089984.9179008,1527090010.9231465,56474284643.64009,windows,mkl,0
matrici_non_def_pos\ex19.mtx,12005x12005,non_def_pos,1527090012.0463486,1527090012.358349,1.359438990180166e-08,windows,mkl,0
matrici_non_def_pos\graham1.mtx,9035x9035,non_def_pos,1527090014.0431519,1527090014.2615523,0.008758088814251793,windows,mkl,0
matrici_non_def_pos\raefsky3.mtx,21200x21200,non_def_pos,1527090020.1427627,1527090020.4391634,5.697258268467285e-12,windows,mkl,0
matrici_non_def_pos\torso1.mtx,116158x116158,non_def_pos,1527090050.8436167,1527090062.0132363,0.9389062810836889,windows,mkl,0
matrici_non_def_pos\torso3.mtx,259156x259156,non_def_pos,1527090079.1576662,1527090096.099296,5.414411921251078e-16,windows,mkl,0
matrici_non_def_pos\water_tank.mtx,60740x60740,non_def_pos,1527090104.2269104,1527090106.8633149,4.2194199236112783e-10,windows,mkl,0
matrici_non_def_pos\PR02R.mtx,161070x161070,non_def_pos,1527090137.7825694,1527090163.8814151,95511912641.53,windows,mkl,0
matrici_non_def_pos\ex19.mtx,12005x12005,non_def_pos,1527090165.0670173,1527090165.3946178,1.359438990180166e-08,windows,mkl,0
matrici_non_def_pos\graham1.mtx,9035x9035,non_def_pos,1527090167.1262207,1527090167.3290212,0.008758088814251793,windows,mkl,0
matrici_non_def_pos\raefsky3.mtx,21200x21200,non_def_pos,1527090173.8654325,1527090174.2866335,5.6972570581092355e-12,windows,mkl,0
matrici_non_def_pos\torso1.mtx,116158x116158,non_def_pos,1527090205.0966876,1527090216.7811081,0.9389062810836889,windows,mkl,0
matrici_non_def_pos\torso3.mtx,259156x259156,non_def_pos,1527090234.4871392,1527090252.8327713,5.414411921251078e-16,windows,mkl,0
matrici_non_def_pos\water_tank.mtx,60740x60740,non_def_pos,1527090262.3175883,1527090265.109993,4.2194199236112783e-10,windows,mkl,0
