matrix,dimensions,type,start_time,end_time,rel_error,system,library,umfpack_error
shallow_water1.mtx,81920x81920,def_pos,1527108258.3596568,1527108260.0314543,1.9872277705343582e-16,windows,mkl,0
G3_circuit.mtx,1585478x1585478,def_pos,1527108308.8569748,1527108352.1113746,1.6942702842727966e-12,windows,mkl,0
apache2.mtx,715176x715176,def_pos,1527108382.9073727,1527108426.247664,1.2445964753702244e-11,windows,mkl,0
cfd1.mtx,70656x70656,def_pos,1527108436.2913694,1527108442.0363252,7.351571593147851e-14,windows,mkl,0
cfd2.mtx,123440x123440,def_pos,1527108459.1201794,1527108469.3303525,2.9934981993194333e-13,windows,mkl,0
ex15.mtx,6867x6867,def_pos,1527108469.9461665,1527108470.0888374,5.841559766959052e-07,windows,mkl,0
parabolic_fem.mtx,525825x525825,def_pos,1527108497.084122,1527108509.132953,4.459792388710768e-12,windows,mkl,0
shallow_water1.mtx,81920x81920,def_pos,1527108511.7610283,1527108513.411896,1.9874814001489977e-16,windows,mkl,0
G3_circuit.mtx,1585478x1585478,def_pos,1527108561.6665783,1527108604.9581418,1.6942702842727966e-12,windows,mkl,0
apache2.mtx,715176x715176,def_pos,1527108636.2850926,1527108679.4836786,1.2445964753702244e-11,windows,mkl,0
cfd1.mtx,70656x70656,def_pos,1527108689.5654829,1527108695.2963028,7.351571593147851e-14,windows,mkl,0
cfd2.mtx,123440x123440,def_pos,1527108712.130357,1527108722.3509257,2.988965331281976e-13,windows,mkl,0
ex15.mtx,6867x6867,def_pos,1527108722.9555013,1527108723.094847,5.841327641983031e-07,windows,mkl,0
parabolic_fem.mtx,525825x525825,def_pos,1527108750.2845562,1527108762.3608644,4.459792298554373e-12,windows,mkl,0
shallow_water1.mtx,81920x81920,def_pos,1527108764.9693654,1527108766.6321414,1.9876441603136394e-16,windows,mkl,0
G3_circuit.mtx,1585478x1585478,def_pos,1527108815.3706934,1527108858.6396651,1.6942702842727966e-12,windows,mkl,0
apache2.mtx,715176x715176,def_pos,1527108889.2948768,1527108932.5345535,1.2445964753702244e-11,windows,mkl,0
cfd1.mtx,70656x70656,def_pos,1527108942.5972126,1527108948.3012428,7.351571593147851e-14,windows,mkl,0
cfd2.mtx,123440x123440,def_pos,1527108965.1397684,1527108975.4485776,2.9934981993194333e-13,windows,mkl,0
ex15.mtx,6867x6867,def_pos,1527108976.060767,1527108976.2524672,5.841559766959052e-07,windows,mkl,0
parabolic_fem.mtx,525825x525825,def_pos,1527109003.4578087,1527109015.5415213,4.459792388710768e-12,windows,mkl,0
shallow_water1.mtx,81920x81920,def_pos,1527109018.1727712,1527109019.8193202,1.9872277705343582e-16,windows,mkl,0
G3_circuit.mtx,1585478x1585478,def_pos,1527109068.1729922,1527109111.5232353,1.6942702842727966e-12,windows,mkl,0
apache2.mtx,715176x715176,def_pos,1527109142.8474333,1527109186.0805354,1.2445964753702244e-11,windows,mkl,0
cfd1.mtx,70656x70656,def_pos,1527109196.0113103,1527109201.7717998,7.351571593147851e-14,windows,mkl,0
cfd2.mtx,123440x123440,def_pos,1527109218.827253,1527109229.1686044,2.988965331281976e-13,windows,mkl,0
ex15.mtx,6867x6867,def_pos,1527109229.7589793,1527109229.947604,5.841559766959052e-07,windows,mkl,0
parabolic_fem.mtx,525825x525825,def_pos,1527109257.091844,1527109269.13482,4.459792298554373e-12,windows,mkl,0
shallow_water1.mtx,81920x81920,def_pos,1527109271.7376618,1527109273.4031246,1.987466258990944e-16,windows,mkl,0
G3_circuit.mtx,1585478x1585478,def_pos,1527109322.1104062,1527109365.3527396,1.6942702842727966e-12,windows,mkl,0
apache2.mtx,715176x715176,def_pos,1527109396.099685,1527109439.303027,1.2445964753702244e-11,windows,mkl,0
cfd1.mtx,70656x70656,def_pos,1527109449.252598,1527109455.0058208,7.351571593147851e-14,windows,mkl,0
cfd2.mtx,123440x123440,def_pos,1527109471.8432415,1527109482.1513453,2.9934981993194333e-13,windows,mkl,0
ex15.mtx,6867x6867,def_pos,1527109482.7496917,1527109482.9320629,5.841559766959052e-07,windows,mkl,0
parabolic_fem.mtx,525825x525825,def_pos,1527109509.8519943,1527109521.9192271,4.459792298554373e-12,windows,mkl,0
shallow_water1.mtx,81920x81920,def_pos,1527109524.5442097,1527109526.2007923,1.9874056932051922e-16,windows,mkl,0
G3_circuit.mtx,1585478x1585478,def_pos,1527109574.4312944,1527109617.7624278,1.6942702842727966e-12,windows,mkl,0
apache2.mtx,715176x715176,def_pos,1527109648.7761953,1527109692.1698077,1.2445964753702244e-11,windows,mkl,0
cfd1.mtx,70656x70656,def_pos,1527109702.0720806,1527109707.8198185,7.351571593147851e-14,windows,mkl,0
cfd2.mtx,123440x123440,def_pos,1527109724.7806225,1527109735.1233056,2.988965331281976e-13,windows,mkl,0
ex15.mtx,6867x6867,def_pos,1527109735.72623,1527109735.9143474,5.841559766959052e-07,windows,mkl,0
parabolic_fem.mtx,525825x525825,def_pos,1527109763.0731301,1527109775.133827,4.459792298554373e-12,windows,mkl,0
shallow_water1.mtx,81920x81920,def_pos,1527109777.750639,1527109779.4058218,1.9872126274438255e-16,windows,mkl,0
G3_circuit.mtx,1585478x1585478,def_pos,1527109828.0344176,1527109871.3909628,1.6942703007041977e-12,windows,mkl,0
apache2.mtx,715176x715176,def_pos,1527109902.051257,1527109945.3191109,1.2445964753702244e-11,windows,mkl,0
cfd1.mtx,70656x70656,def_pos,1527109955.301206,1527109961.0010543,7.373577050062571e-14,windows,mkl,0
cfd2.mtx,123440x123440,def_pos,1527109977.7978632,1527109987.9769971,2.9934981993194333e-13,windows,mkl,0
ex15.mtx,6867x6867,def_pos,1527109988.5809808,1527109988.7198322,5.841559766959052e-07,windows,mkl,0
parabolic_fem.mtx,525825x525825,def_pos,1527110015.771768,1527110027.845683,4.459792388710768e-12,windows,mkl,0
shallow_water1.mtx,81920x81920,def_pos,1527110030.4762394,1527110032.1384115,1.9874056932051922e-16,windows,mkl,0
G3_circuit.mtx,1585478x1585478,def_pos,1527110080.3724716,1527110123.6827338,1.6942702842727966e-12,windows,mkl,0
apache2.mtx,715176x715176,def_pos,1527110154.8204517,1527110198.0551558,1.2445964753702244e-11,windows,mkl,0
cfd1.mtx,70656x70656,def_pos,1527110208.1432579,1527110213.860806,7.351571593147851e-14,windows,mkl,0
cfd2.mtx,123440x123440,def_pos,1527110230.6939604,1527110240.8813195,2.9934981993194333e-13,windows,mkl,0
ex15.mtx,6867x6867,def_pos,1527110241.4781382,1527110241.6237566,5.841559766959052e-07,windows,mkl,0
parabolic_fem.mtx,525825x525825,def_pos,1527110268.9771883,1527110281.0650167,4.459792298554373e-12,windows,mkl,0
shallow_water1.mtx,81920x81920,def_pos,1527110283.6664724,1527110285.3380158,1.9874056932051922e-16,windows,mkl,0
G3_circuit.mtx,1585478x1585478,def_pos,1527110334.25505,1527110377.5337846,1.6942702842727966e-12,windows,mkl,0
apache2.mtx,715176x715176,def_pos,1527110408.0761406,1527110451.3622816,1.2445964753702244e-11,windows,mkl,0
cfd1.mtx,70656x70656,def_pos,1527110461.3274632,1527110467.0016255,7.351571593147851e-14,windows,mkl,0
cfd2.mtx,123440x123440,def_pos,1527110483.8130226,1527110494.0137799,2.988965331281976e-13,windows,mkl,0
ex15.mtx,6867x6867,def_pos,1527110494.6246958,1527110494.7718086,5.841559766959052e-07,windows,mkl,0
parabolic_fem.mtx,525825x525825,def_pos,1527110521.7032418,1527110533.7373364,4.459792298554373e-12,windows,mkl,0
shallow_water1.mtx,81920x81920,def_pos,1527110536.3522472,1527110538.0200772,1.987466258990944e-16,windows,mkl,0
G3_circuit.mtx,1585478x1585478,def_pos,1527110586.2356155,1527110629.4762788,1.6942702842727966e-12,windows,mkl,0
apache2.mtx,715176x715176,def_pos,1527110660.3618023,1527110703.7459204,1.2445964740477229e-11,windows,mkl,0
cfd1.mtx,70656x70656,def_pos,1527110713.713108,1527110719.4662523,7.351571593147851e-14,windows,mkl,0
cfd2.mtx,123440x123440,def_pos,1527110736.3060572,1527110746.6194348,2.988965331281976e-13,windows,mkl,0
ex15.mtx,6867x6867,def_pos,1527110747.218682,1527110747.4159298,5.841559766959052e-07,windows,mkl,0
parabolic_fem.mtx,525825x525825,def_pos,1527110774.5284483,1527110786.586931,4.459792298554373e-12,windows,mkl,0
shallow_water1.mtx,81920x81920,def_pos,1527110789.2047586,1527110790.869225,1.9874056932051922e-16,windows,mkl,0
G3_circuit.mtx,1585478x1585478,def_pos,1527110839.9667947,1527110883.3648198,1.6942702842727966e-12,windows,mkl,0
apache2.mtx,715176x715176,def_pos,1527110914.2820866,1527110957.588946,1.2445964753702244e-11,windows,mkl,0
cfd1.mtx,70656x70656,def_pos,1527110967.5147943,1527110973.2593522,7.351571593147851e-14,windows,mkl,0
cfd2.mtx,123440x123440,def_pos,1527110990.0836926,1527111000.4207578,2.988965331281976e-13,windows,mkl,0
ex15.mtx,6867x6867,def_pos,1527111001.0255473,1527111001.200647,5.841327641983031e-07,windows,mkl,0
parabolic_fem.mtx,525825x525825,def_pos,1527111028.1291914,1527111040.1498067,4.459792388710768e-12,windows,mkl,0
shallow_water1.mtx,81920x81920,def_pos,1527111042.7852921,1527111044.4486413,1.9876593001165152e-16,windows,mkl,0
G3_circuit.mtx,1585478x1585478,def_pos,1527111093.3513153,1527111136.586665,1.6942702842727966e-12,windows,mkl,0
apache2.mtx,715176x715176,def_pos,1527111167.692637,1527111211.04189,1.2445964753702244e-11,windows,mkl,0
cfd1.mtx,70656x70656,def_pos,1527111220.9968004,1527111226.730484,7.351571593147851e-14,windows,mkl,0
cfd2.mtx,123440x123440,def_pos,1527111243.5997438,1527111253.898689,2.988965331281976e-13,windows,mkl,0
ex15.mtx,6867x6867,def_pos,1527111254.482834,1527111254.6719065,5.841559766959052e-07,windows,mkl,0
parabolic_fem.mtx,525825x525825,def_pos,1527111281.8254752,1527111293.8891509,4.459792388710768e-12,windows,mkl,0
shallow_water1.mtx,81920x81920,def_pos,1527111296.5173132,1527111298.1761155,1.9874056932051922e-16,windows,mkl,0
G3_circuit.mtx,1585478x1585478,def_pos,1527111346.8614793,1527111390.1086192,1.6942702842727966e-12,windows,mkl,0
apache2.mtx,715176x715176,def_pos,1527111420.800275,1527111464.228381,1.2445964753702244e-11,windows,mkl,0
cfd1.mtx,70656x70656,def_pos,1527111474.2360635,1527111479.983584,7.351571593147851e-14,windows,mkl,0
cfd2.mtx,123440x123440,def_pos,1527111496.8476815,1527111507.1510887,2.988965331281976e-13,windows,mkl,0
ex15.mtx,6867x6867,def_pos,1527111507.7425873,1527111507.9353585,5.841559766959052e-07,windows,mkl,0
parabolic_fem.mtx,525825x525825,def_pos,1527111534.890857,1527111546.9590888,4.459792298554373e-12,windows,mkl,0
shallow_water1.mtx,81920x81920,def_pos,1527111549.5906467,1527111551.2426872,1.9874056932051922e-16,windows,mkl,0
G3_circuit.mtx,1585478x1585478,def_pos,1527111599.3858144,1527111642.653801,1.6942702842727966e-12,windows,mkl,0
apache2.mtx,715176x715176,def_pos,1527111673.6552398,1527111716.9204526,1.2445964753702244e-11,windows,mkl,0
cfd1.mtx,70656x70656,def_pos,1527111726.8682146,1527111732.5749815,7.351571593147851e-14,windows,mkl,0
cfd2.mtx,123440x123440,def_pos,1527111749.398348,1527111759.5763512,2.9904034853964823e-13,windows,mkl,0
ex15.mtx,6867x6867,def_pos,1527111760.1730914,1527111760.310899,5.841559766959052e-07,windows,mkl,0
parabolic_fem.mtx,525825x525825,def_pos,1527111787.3074017,1527111799.3615813,4.459792388710768e-12,windows,mkl,0
shallow_water1.mtx,81920x81920,def_pos,1527111801.970754,1527111803.6346238,1.9876593001165152e-16,windows,mkl,0
