matrix, dimensions, type, n_iter, time_start, time_stop 
raefsky3.mtx, 21200x21200, non_def_pos, 15, 1527070727.431647, 1527070728.258449 
raefsky3.mtx, 21200x21200, non_def_pos, 16, 1527070728.274049, 1527070729.085250 
raefsky3.mtx, 21200x21200, non_def_pos, 17, 1527070729.100850, 1527070729.849652 
raefsky3.mtx, 21200x21200, non_def_pos, 18, 1527070729.865252, 1527070730.629653 
raefsky3.mtx, 21200x21200, non_def_pos, 19, 1527070730.645253, 1527070731.378454 
raefsky3.mtx, 21200x21200, non_def_pos, 20, 1527070731.394054, 1527070732.205256 
raefsky3.mtx, 21200x21200, non_def_pos, 21, 1527070732.205256, 1527070733.000857 
raefsky3.mtx, 21200x21200, non_def_pos, 22, 1527070733.016457, 1527070733.734058 
raefsky3.mtx, 21200x21200, non_def_pos, 23, 1527070733.749658, 1527070734.545260 
raefsky3.mtx, 21200x21200, non_def_pos, 24, 1527070734.560860, 1527070735.325261 
raefsky3.mtx, 21200x21200, non_def_pos, 25, 1527070735.340861, 1527070736.074063 
raefsky3.mtx, 21200x21200, non_def_pos, 26, 1527070736.089663, 1527070736.916464 
raefsky3.mtx, 21200x21200, non_def_pos, 27, 1527070736.932064, 1527070737.680865 
raefsky3.mtx, 21200x21200, non_def_pos, 28, 1527070737.696466, 1527070738.507667 
raefsky3.mtx, 21200x21200, non_def_pos, 29, 1527070738.523267, 1527070739.240868 
raefsky3.mtx, 21200x21200, non_def_pos, 30, 1527070739.256468, 1527070740.005270 
torso1.mtx, 116158x116158, non_def_pos, 1, 1527070771.782525, 1527070796.352568 
torso1.mtx, 116158x116158, non_def_pos, 2, 1527070796.368168, 1527070823.184615 
torso1.mtx, 116158x116158, non_def_pos, 3, 1527070823.215815, 1527070850.406663 
torso1.mtx, 116158x116158, non_def_pos, 4, 1527070850.422263, 1527070874.602306 
torso1.mtx, 116158x116158, non_def_pos, 5, 1527070874.617906, 1527070900.342351 
torso1.mtx, 116158x116158, non_def_pos, 6, 1527070900.357951, 1527070927.455199 
torso1.mtx, 116158x116158, non_def_pos, 7, 1527070927.470799, 1527070952.961243 
torso1.mtx, 116158x116158, non_def_pos, 8, 1527070952.976844, 1527070980.292491 
torso1.mtx, 116158x116158, non_def_pos, 9, 1527070980.308091, 1527071007.186939 
torso1.mtx, 116158x116158, non_def_pos, 10, 1527071007.202539, 1527071032.958184 
torso1.mtx, 116158x116158, non_def_pos, 11, 1527071032.973784, 1527071060.367432 
torso1.mtx, 116158x116158, non_def_pos, 12, 1527071060.383032, 1527071087.339880 
torso1.mtx, 116158x116158, non_def_pos, 13, 1527071087.355480, 1527071113.001925 
torso1.mtx, 116158x116158, non_def_pos, 14, 1527071113.017525, 1527071140.457973 
torso1.mtx, 116158x116158, non_def_pos, 15, 1527071140.473573, 1527071168.038821 
torso1.mtx, 116158x116158, non_def_pos, 16, 1527071168.054421, 1527071194.122067 
torso1.mtx, 116158x116158, non_def_pos, 17, 1527071194.137667, 1527071221.734116 
torso1.mtx, 116158x116158, non_def_pos, 18, 1527071221.749716, 1527071249.205764 
torso1.mtx, 116158x116158, non_def_pos, 19, 1527071249.221364, 1527071277.176613 
torso1.mtx, 116158x116158, non_def_pos, 20, 1527071277.192213, 1527071304.866661 
torso1.mtx, 116158x116158, non_def_pos, 21, 1527071304.882262, 1527071331.121508 
torso1.mtx, 116158x116158, non_def_pos, 22, 1527071331.137108, 1527071358.468356 
torso1.mtx, 116158x116158, non_def_pos, 23, 1527071358.483956, 1527071386.205205 
torso1.mtx, 116158x116158, non_def_pos, 24, 1527071386.236404, 1527071414.082453 
torso1.mtx, 116158x116158, non_def_pos, 25, 1527071414.098054, 1527071440.321699 
torso1.mtx, 116158x116158, non_def_pos, 26, 1527071440.337299, 1527071468.136548 
torso1.mtx, 116158x116158, non_def_pos, 27, 1527071468.152148, 1527071495.888997 
torso1.mtx, 116158x116158, non_def_pos, 28, 1527071495.904597, 1527071523.672646 
torso1.mtx, 116158x116158, non_def_pos, 29, 1527071523.703846, 1527071551.393894 
torso1.mtx, 116158x116158, non_def_pos, 30, 1527071551.409495, 1527071578.990343 
water_tank.mtx, 60740x60740, non_def_pos, 1, 1527071586.727957, 1527071628.380030 
water_tank.mtx, 60740x60740, non_def_pos, 2, 1527071628.395630, 1527071670.281704 
water_tank.mtx, 60740x60740, non_def_pos, 3, 1527071670.297303, 1527071711.933776 
water_tank.mtx, 60740x60740, non_def_pos, 4, 1527071711.964976, 1527071753.819850 
water_tank.mtx, 60740x60740, non_def_pos, 5, 1527071753.835450, 1527071796.407925 
water_tank.mtx, 60740x60740, non_def_pos, 6, 1527071796.423525, 1527071839.417200 
water_tank.mtx, 60740x60740, non_def_pos, 7, 1527071839.432801, 1527071882.379676 
water_tank.mtx, 60740x60740, non_def_pos, 8, 1527071882.410876, 1527071926.309353 
water_tank.mtx, 60740x60740, non_def_pos, 9, 1527071926.324953, 1527071969.895829 
water_tank.mtx, 60740x60740, non_def_pos, 10, 1527071969.911430, 1527072013.217106 
water_tank.mtx, 60740x60740, non_def_pos, 11, 1527072013.232706, 1527072055.929981 
water_tank.mtx, 60740x60740, non_def_pos, 12, 1527072055.945581, 1527072100.000058 
water_tank.mtx, 60740x60740, non_def_pos, 13, 1527072100.031258, 1527072143.118534 
water_tank.mtx, 60740x60740, non_def_pos, 14, 1527072143.149734, 1527072185.940609 
water_tank.mtx, 60740x60740, non_def_pos, 15, 1527072185.956209, 1527072230.353887 
water_tank.mtx, 60740x60740, non_def_pos, 16, 1527072230.385087, 1527072274.408364 
water_tank.mtx, 60740x60740, non_def_pos, 17, 1527072274.439565, 1527072318.213241 
water_tank.mtx, 60740x60740, non_def_pos, 18, 1527072318.228842, 1527072362.236519 
water_tank.mtx, 60740x60740, non_def_pos, 19, 1527072362.267719, 1527072405.978996 
water_tank.mtx, 60740x60740, non_def_pos, 20, 1527072405.994596, 1527072449.799472 
water_tank.mtx, 60740x60740, non_def_pos, 21, 1527072449.815073, 1527072492.169147 
water_tank.mtx, 60740x60740, non_def_pos, 22, 1527072492.184747, 1527072536.067624 
water_tank.mtx, 60740x60740, non_def_pos, 23, 1527072536.098824, 1527072580.246902 
water_tank.mtx, 60740x60740, non_def_pos, 24, 1527072580.262502, 1527072624.098579 
water_tank.mtx, 60740x60740, non_def_pos, 25, 1527072624.114179, 1527072666.905054 
water_tank.mtx, 60740x60740, non_def_pos, 26, 1527072666.920654, 1527072710.273130 
water_tank.mtx, 60740x60740, non_def_pos, 27, 1527072710.288730, 1527072753.984407 
water_tank.mtx, 60740x60740, non_def_pos, 28, 1527072754.015607, 1527072796.978082 
water_tank.mtx, 60740x60740, non_def_pos, 29, 1527072796.993682, 1527072840.002958 
water_tank.mtx, 60740x60740, non_def_pos, 30, 1527072840.034158, 1527072883.932635 
