matrix, dimensions, type, n_iter, time_start, time_stop 
raefsky3.mtx, 21200x21200, non_def_pos, 14, 1527101537.990140, 1527101538.674984 
raefsky3.mtx, 21200x21200, non_def_pos, 15, 1527101538.693935, 1527101539.391279 
raefsky3.mtx, 21200x21200, non_def_pos, 16, 1527101539.413326, 1527101540.171703 
raefsky3.mtx, 21200x21200, non_def_pos, 17, 1527101540.194715, 1527101540.958838 
raefsky3.mtx, 21200x21200, non_def_pos, 18, 1527101540.981157, 1527101541.739752 
raefsky3.mtx, 21200x21200, non_def_pos, 19, 1527101541.758474, 1527101542.537704 
raefsky3.mtx, 21200x21200, non_def_pos, 20, 1527101542.559738, 1527101543.358587 
raefsky3.mtx, 21200x21200, non_def_pos, 21, 1527101543.383979, 1527101544.409149 
raefsky3.mtx, 21200x21200, non_def_pos, 22, 1527101544.435053, 1527101545.464819 
raefsky3.mtx, 21200x21200, non_def_pos, 23, 1527101545.490384, 1527101546.533124 
raefsky3.mtx, 21200x21200, non_def_pos, 24, 1527101546.558620, 1527101547.529977 
raefsky3.mtx, 21200x21200, non_def_pos, 25, 1527101547.551125, 1527101548.420796 
raefsky3.mtx, 21200x21200, non_def_pos, 26, 1527101548.442114, 1527101549.314838 
raefsky3.mtx, 21200x21200, non_def_pos, 27, 1527101549.342800, 1527101550.222884 
raefsky3.mtx, 21200x21200, non_def_pos, 28, 1527101550.245074, 1527101551.112525 
raefsky3.mtx, 21200x21200, non_def_pos, 29, 1527101551.137666, 1527101551.900382 
raefsky3.mtx, 21200x21200, non_def_pos, 30, 1527101551.921705, 1527101552.690082 
torso1.mtx, 116158x116158, non_def_pos, 1, 1527101568.360700, 1527101591.897394 
torso1.mtx, 116158x116158, non_def_pos, 2, 1527101591.920206, 1527101616.695874 
torso1.mtx, 116158x116158, non_def_pos, 3, 1527101616.725169, 1527101641.617895 
torso1.mtx, 116158x116158, non_def_pos, 4, 1527101641.645429, 1527101664.520403 
torso1.mtx, 116158x116158, non_def_pos, 5, 1527101664.547732, 1527101689.564208 
torso1.mtx, 116158x116158, non_def_pos, 6, 1527101689.593624, 1527101712.558553 
torso1.mtx, 116158x116158, non_def_pos, 7, 1527101712.585844, 1527101737.598538 
torso1.mtx, 116158x116158, non_def_pos, 8, 1527101737.625071, 1527101760.513131 
torso1.mtx, 116158x116158, non_def_pos, 9, 1527101760.540589, 1527101785.404760 
torso1.mtx, 116158x116158, non_def_pos, 10, 1527101785.430415, 1527101808.230077 
torso1.mtx, 116158x116158, non_def_pos, 11, 1527101808.257524, 1527101834.194526 
torso1.mtx, 116158x116158, non_def_pos, 12, 1527101834.226341, 1527101860.396011 
torso1.mtx, 116158x116158, non_def_pos, 13, 1527101860.424328, 1527101886.176128 
torso1.mtx, 116158x116158, non_def_pos, 14, 1527101886.205922, 1527101912.351232 
torso1.mtx, 116158x116158, non_def_pos, 15, 1527101912.378250, 1527101937.293568 
torso1.mtx, 116158x116158, non_def_pos, 16, 1527101937.319276, 1527101963.606574 
torso1.mtx, 116158x116158, non_def_pos, 17, 1527101963.635284, 1527101988.699646 
torso1.mtx, 116158x116158, non_def_pos, 18, 1527101988.724806, 1527102014.898957 
torso1.mtx, 116158x116158, non_def_pos, 19, 1527102014.928693, 1527102040.893544 
torso1.mtx, 116158x116158, non_def_pos, 20, 1527102040.920932, 1527102065.809399 
torso1.mtx, 116158x116158, non_def_pos, 21, 1527102065.835560, 1527102088.650520 
torso1.mtx, 116158x116158, non_def_pos, 22, 1527102088.677505, 1527102114.471930 
torso1.mtx, 116158x116158, non_def_pos, 23, 1527102114.503254, 1527102140.703149 
torso1.mtx, 116158x116158, non_def_pos, 24, 1527102140.731373, 1527102165.764496 
torso1.mtx, 116158x116158, non_def_pos, 25, 1527102165.790087, 1527102188.732712 
torso1.mtx, 116158x116158, non_def_pos, 26, 1527102188.759929, 1527102214.475355 
torso1.mtx, 116158x116158, non_def_pos, 27, 1527102214.506069, 1527102236.972325 
torso1.mtx, 116158x116158, non_def_pos, 28, 1527102236.997871, 1527102263.220551 
torso1.mtx, 116158x116158, non_def_pos, 29, 1527102263.248350, 1527102287.862156 
torso1.mtx, 116158x116158, non_def_pos, 30, 1527102287.889464, 1527102311.170495 
water_tank.mtx, 60740x60740, non_def_pos, 1, 1527102315.375302, 1527102361.849996 
water_tank.mtx, 60740x60740, non_def_pos, 2, 1527102361.872729, 1527102408.570845 
water_tank.mtx, 60740x60740, non_def_pos, 3, 1527102408.598332, 1527102454.994657 
water_tank.mtx, 60740x60740, non_def_pos, 4, 1527102455.020982, 1527102502.589756 
water_tank.mtx, 60740x60740, non_def_pos, 5, 1527102502.611126, 1527102546.307355 
water_tank.mtx, 60740x60740, non_def_pos, 6, 1527102546.333885, 1527102595.283696 
water_tank.mtx, 60740x60740, non_def_pos, 7, 1527102595.311164, 1527102639.695987 
water_tank.mtx, 60740x60740, non_def_pos, 8, 1527102639.714405, 1527102687.160721 
water_tank.mtx, 60740x60740, non_def_pos, 9, 1527102687.179304, 1527102733.736747 
water_tank.mtx, 60740x60740, non_def_pos, 10, 1527102733.760285, 1527102781.733645 
water_tank.mtx, 60740x60740, non_def_pos, 11, 1527102781.757662, 1527102824.387614 
water_tank.mtx, 60740x60740, non_def_pos, 12, 1527102824.412569, 1527102868.520145 
water_tank.mtx, 60740x60740, non_def_pos, 13, 1527102868.547064, 1527102914.722997 
water_tank.mtx, 60740x60740, non_def_pos, 14, 1527102914.741958, 1527102965.418552 
water_tank.mtx, 60740x60740, non_def_pos, 15, 1527102965.442811, 1527103015.946735 
water_tank.mtx, 60740x60740, non_def_pos, 16, 1527103015.971952, 1527103062.373849 
water_tank.mtx, 60740x60740, non_def_pos, 17, 1527103062.396659, 1527103111.091486 
water_tank.mtx, 60740x60740, non_def_pos, 18, 1527103111.114909, 1527103157.493931 
water_tank.mtx, 60740x60740, non_def_pos, 19, 1527103157.519682, 1527103206.727938 
water_tank.mtx, 60740x60740, non_def_pos, 20, 1527103206.750200, 1527103253.528462 
water_tank.mtx, 60740x60740, non_def_pos, 21, 1527103253.558640, 1527103301.516246 
water_tank.mtx, 60740x60740, non_def_pos, 22, 1527103301.542671, 1527103350.131741 
water_tank.mtx, 60740x60740, non_def_pos, 23, 1527103350.155437, 1527103398.439557 
water_tank.mtx, 60740x60740, non_def_pos, 24, 1527103398.464936, 1527103446.929002 
water_tank.mtx, 60740x60740, non_def_pos, 25, 1527103446.950951, 1527103493.751558 
water_tank.mtx, 60740x60740, non_def_pos, 26, 1527103493.784280, 1527103539.277203 
water_tank.mtx, 60740x60740, non_def_pos, 27, 1527103539.305067, 1527103589.676300 
water_tank.mtx, 60740x60740, non_def_pos, 28, 1527103589.697538, 1527103636.200767 
water_tank.mtx, 60740x60740, non_def_pos, 29, 1527103636.229341, 1527103684.432954 
water_tank.mtx, 60740x60740, non_def_pos, 30, 1527103684.449434, 1527103732.984066 
